  2.3685838e+005  6.8707620e+004  3.0600544e+003  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  6.6268858e-001  7.8275415e-001  6.9471070e-001  6.1053492e-001  5.2648703e-001  4.4055388e-001  3.5183219e-001  2.6060896e-001  1.6915631e-001  8.5657368e-002  1.4235365e-002  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  1.5164250e+000  2.3197349e+000  2.2095006e+000  2.1042627e+000  1.9980525e+000  1.8843574e+000  1.7559598e+000  1.6025068e+000  1.4068569e+000  1.1422229e+000  7.8245253e-001  3.4917710e-001  0.0000000e+000  0.0000000e+000  0.0000000e+000
  2.6402269e+000  4.7836717e+000  5.3512422e+000  6.3066725e+000  8.5388107e+000  1.1161203e+001  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  8.0697299e+001  8.5853259e+001  5.8989363e+001  3.0434226e+001  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  4.4434732e+000  5.0468111e+000  3.6543024e+000  2.5206962e+000  1.6896202e+000  1.0732097e+000  5.5270110e-001  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  1.0007063e+000  1.4690810e+000  1.1813408e+000  9.4423672e-001  7.6798000e-001  6.3579078e-001  5.3201978e-001  4.4576677e-001  3.7443163e-001  3.0532796e-001  2.3426737e-001  1.6154443e-001  9.2194445e-002  3.3492511e-002  5.6977634e-003
  4.2530649e+000  1.0515290e+001  1.0007216e+001  9.5831649e+000  9.4794295e+000  9.8232772e+000  1.1135063e+001  1.2677525e+001  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  1.3415090e+000  1.4201613e+000  9.9574412e-001  6.9141069e-001  4.8698210e-001  3.4638369e-001  2.4514075e-001  1.6826285e-001  1.1159746e-001  6.4711018e-002  2.8515388e-002  5.2267540e-003  0.0000000e+000  0.0000000e+000  0.0000000e+000
  7.7436746e-002  9.6534212e-002  7.3053778e-002  5.5334251e-002  4.2993276e-002  3.4149288e-002  2.7404153e-002  2.1909125e-002  1.7356464e-002  1.3081142e-002  8.9773971e-003  5.2041523e-003  2.1926492e-003  5.4752054e-004  0.0000000e+000
  2.4403647e+000  2.7361122e+000  1.9757820e+000  1.3700458e+000  9.2987266e-001  6.1191444e-001  1.4007186e-001  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  3.3930842e-001  5.7729026e-001  6.4836859e-001  7.7585505e-001  1.2172559e+000  6.9835689e-001  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  1.8852206e-003  3.9069684e-003  3.8549237e-003  3.8321330e-003  3.8114598e-003  3.7756335e-003  3.7079900e-003  3.5849627e-003  3.3785349e-003  3.0581133e-003  2.5956259e-003  1.9734295e-003  1.2000765e-003  5.2870840e-004  0.0000000e+000
  3.9070123e+000  6.6463913e+000  7.4657787e+000  8.9445013e+000  1.4069671e+001  8.0870080e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  1.9002648e+000  2.8288027e+000  3.1164227e+000  3.7002457e+000  5.3006770e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
